DataDASAACSV

CodEntidad,nombreEntidad,nombreMunicipio,idMunicipio,Anio,Mes,Destrucciondecultivos_marihuana,Aseguramientode_marihuana,Aseguramientode_semillademarihuana
"GRO","Guerrero","Coahuayutla de José María Izazaga","12016","2019","11","0","90","0",
"GRO","Guerrero","Chilpancingo de los Bravo","12029","2019","11","4","0","0",
"GRO","Guerrero","General Heliodoro Castillo","12032","2019","11","12","0","0",
"GRO","Guerrero","Técpan de Galeana","12057","2019","11","4","0","0",
"JAL","Jalisco","Guadalajara","14039","2019","11","0","125","0",
"JAL","Jalisco","Lagos de Moreno","14053","2019","11","0","52","0",
"JAL","Jalisco","Magdalena","14055","2019","11","4","223","0",
"JAL","Jalisco","Talpa de Allende","14084","2019","11","4","0","0",
"JAL","Jalisco","Tepatitlán de Morelos","14093","2019","11","0","2","0",
"JAL","Jalisco","Tequila","14094","2019","11","9","3","0",
"JAL","Jalisco","Tlajomulco de Zúñiga","14097","2019","11","0","10","0",
"JAL","Jalisco","San Pedro Tlaquepaque","14098","2019","11","0","50","0",
"JAL","Jalisco","Tonalá","14101","2019","11","0","1","0",
"JAL","Jalisco","Zapopan","14120","2019","11","0","3","0",
"MEX","México","Atlacomulco","15014","2019","11","0","11","0",
"MEX","México","Cuautitlán Izcalli","15121","2019","11","0","421","0",
"MOR","Morelos","Cuernavaca","17007","2019","11","0","1","0",
"NAY","Nayarit","Santiago Ixcuintla","18015","2019","11","0","1","0",
"NAY","Nayarit","Tuxpan","18018","2019","11","0","1","0",
"NLE","Nuevo León","Monterrey","19039","2019","11","0","3","0",
"OAX","Oaxaca","Matías Romero Avendaño","20057","2019","11","0","74","0",
"OAX","Oaxaca","Oaxaca de Juárez","20067","2019","11","0","39","0",
"OAX","Oaxaca","San Miguel Coatlán","20263","2019","11","1","0","0",
"OAX","Oaxaca","San Pedro Quiatoni","20325","2019","11","1","0","0",
"OAX","Oaxaca","Santa María Quiegolani","20428","2019","11","1","0","0",
"OAX","Oaxaca","Tepelmeme Villa de Morelos","20548","2019","11","0","10","0",
"OAX","Oaxaca","San Mateo Yucutindoo","20566","2019","11","1","0","0",
"PUE","Puebla","Acatlán","21003","2019","11","0","4","0",
"PUE","Puebla","Puebla","21114","2019","11","0","4","0",
"QUE","Querétaro","Colón","22005","2019","11","0","12","0",
"ROO","Quintana Roo","Othón P. Blanco","23004","2019","11","0","2","0",
"SLP","San Luis Potosí","San Luis Potosí","24028","2019","11","0","2","0",
"SIN","Sinaloa","Ahome","25001","2019","11","0","11","0",
"SIN","Sinaloa","Badiraguato","25003","2019","11","96","0","0",
"SIN","Sinaloa","Cosalá","25005","2019","11","4","0","0",
"SIN","Sinaloa","Culiacán","25006","2019","11","1","12","0",
"SIN","Sinaloa","Choix","25007","2019","11","1","0","0",
"SIN","Sinaloa","Escuinapa","25009","2019","11","0","5","0",
"SIN","Sinaloa","Mazatlán","25012","2019","11","0","14","0",
"SIN","Sinaloa","Sinaloa","25017","2019","11","3","1","0",
"SON","Sonora","Agua Prieta","26002","2019","11","0","3","0",
"TAM","Tamaulipas","Reynosa","28032","2019","11","0","100","0",
"TAM","Tamaulipas","Victoria","28041","2019","11","0","1","0",
"VER","Veracruz de Ignacio de la Llave","Coatzacoalcos","30039","2019","11","0","868","0",
"VER","Veracruz de Ignacio de la Llave","Cotaxtla","30049","2019","11","0","1","0",
"VER","Veracruz de Ignacio de la Llave","Veracruz","30193","2019","11","0","1","0",
"YUC","Yucatán","Mérida","31050","2019","11","0","7","0",
"ZAC","Zacatecas","Benito Juárez","32004","2019","11","4","0","0",
"ZAC","Zacatecas","Mezquital del Oro","32028","2019","11","3","0","0",
