DataDASAACSV

CodEntidad,nombreEntidad,nombreMunicipio,idMunicipio,Anio,Mes,Destrucciondecultivos_marihuana,Aseguramientode_marihuana,Aseguramientode_semillademarihuana
"OAX","Oaxaca","San Miguel Coatlán","20263","2019","3","3","0","0",
"OAX","Oaxaca","San Pedro Quiatoni","20325","2019","3","12","0","0",
"OAX","Oaxaca","Santa Lucía Miahuatlán","20391","2019","3","2","0","0",
"OAX","Oaxaca","Santa María Chimalapa","20407","2019","3","1","0","0",
"OAX","Oaxaca","Santa María Quiegolani","20428","2019","3","2","0","0",
"OAX","Oaxaca","Santiago Amoltepec","20450","2019","3","1","0","0",
"OAX","Oaxaca","Santiago Lachiguiri","20470","2019","3","1","0","0",
"OAX","Oaxaca","Santo Domingo Tehuantepec","20515","2019","3","0","4","0",
"OAX","Oaxaca","Santo Domingo Tepuxtepec","20517","2019","3","1","0","0",
"OAX","Oaxaca","San Mateo Yucutindoo","20566","2019","3","5","0","0",
"QUE","Querétaro","Querétaro","22014","2019","3","0","7","0",
"ROO","Quintana Roo","Othón P. Blanco","23004","2019","3","0","44","0",
"ROO","Quintana Roo","Benito Juárez","23005","2019","3","0","199","0",
"SLP","San Luis Potosí","Matehuala","24020","2019","3","0","508","0",
"SLP","San Luis Potosí","San Luis Potosí","24028","2019","3","0","1","0",
"SIN","Sinaloa","Badiraguato","25003","2019","3","92","0","0",
"SIN","Sinaloa","Concordia","25004","2019","3","8","0","0",
"SIN","Sinaloa","Cosalá","25005","2019","3","10","0","0",
"SIN","Sinaloa","Culiacán","25006","2019","3","7","1","0",
"SIN","Sinaloa","Choix","25007","2019","3","4","0","0",
"SIN","Sinaloa","Escuinapa","25009","2019","3","0","20","0",
"SIN","Sinaloa","Mazatlán","25012","2019","3","1","3","0",
"SIN","Sinaloa","Mocorito","25013","2019","3","2","200","0",
"SIN","Sinaloa","San Ignacio","25016","2019","3","4","0","0",
"SIN","Sinaloa","Sinaloa","25017","2019","3","23","0","0",
"SON","Sonora","Cajeme","26018","2019","3","0","3","0",
"SON","Sonora","Guaymas","26029","2019","3","0","4886","4886",
"SON","Sonora","Hermosillo","26030","2019","3","0","1","0",
"SON","Sonora","Nogales","26043","2019","3","2","3799","0",
"TAM","Tamaulipas","Camargo","28007","2019","3","0","4","0",
"TAM","Tamaulipas","Matamoros","28022","2019","3","0","6","0",
"TAM","Tamaulipas","Victoria","28041","2019","3","0","1","0",
"VER","Veracruz de Ignacio de la Llave","Cotaxtla","30049","2019","3","0","4","0",
"VER","Veracruz de Ignacio de la Llave","Veracruz","30193","2019","3","0","5","0",
"ZAC","Zacatecas","Trinidad García de la Cadena","32011","2019","3","1","0","0",
"ZAC","Zacatecas","Moyahua de Estrada","32033","2019","3","1","0","0",
"ZAC","Zacatecas","Teúl de González Ortega","32047","2019","3","2","0","0",
