DataDASAACSV

CodEntidad,nombreEntidad,nombreMunicipio,idMunicipio,Anio,Mes,Destrucciondecultivos_marihuana,Aseguramientode_marihuana,Aseguramientode_semillademarihuana
"GRO","Guerrero","Leonardo Bravo","12040","2019","10","11","3960","3960",
"GRO","Guerrero","San Miguel Totolapan","12054","2019","10","1","0","0",
"GRO","Guerrero","Tlacoachistlahuaca","12062","2019","10","2","0","0",
"GRO","Guerrero","Eduardo Neri","12075","2019","10","3","0","0",
"JAL","Jalisco","Guadalajara","14039","2019","10","0","85","0",
"JAL","Jalisco","San Marcos","14075","2019","10","2","0","0",
"JAL","Jalisco","Tequila","14094","2019","10","11","274","0",
"JAL","Jalisco","Tlajomulco de Zúñiga","14097","2019","10","0","14","0",
"JAL","Jalisco","San Pedro Tlaquepaque","14098","2019","10","0","98","0",
"JAL","Jalisco","Tonalá","14101","2019","10","0","1","0",
"JAL","Jalisco","Zapopan","14120","2019","10","0","284","0",
"MEX","México","Atlacomulco","15014","2019","10","0","25","0",
"MEX","México","Ecatepec de Morelos","15033","2019","10","0","20","0",
"MEX","México","Nezahualcóyotl","15058","2019","10","0","1","0",
"MIC","Michoacán de Ocampo","Álvaro Obregón","16003","2019","10","0","4","0",
"MIC","Michoacán de Ocampo","Madero","16049","2019","10","1","0","0",
"MIC","Michoacán de Ocampo","Morelia","16053","2019","10","0","45","0",
"MIC","Michoacán de Ocampo","Nocupétaro","16057","2019","10","1","0","0",
"MIC","Michoacán de Ocampo","Villamar","16104","2019","10","2","0","0",
"MOR","Morelos","Cuernavaca","17007","2019","10","0","1","0",
"NAY","Nayarit","Ixtlán del Río","18006","2019","10","5","0","0",
"NAY","Nayarit","Del Nayar","18009","2019","10","3","0","0",
"NAY","Nayarit","Santiago Ixcuintla","18015","2019","10","0","2","0",
"NAY","Nayarit","Tuxpan","18018","2019","10","0","1","0",
"NAY","Nayarit","La Yesca","18019","2019","10","6","0","0",
"OAX","Oaxaca","Matías Romero Avendaño","20057","2019","10","0","4","0",
"OAX","Oaxaca","Oaxaca de Juárez","20067","2019","10","0","56","0",
"OAX","Oaxaca","San Carlos Yautepec","20125","2019","10","1","0","0",
"OAX","Oaxaca","San Pedro Quiatoni","20325","2019","10","1","0","0",
"OAX","Oaxaca","Santa Lucía Miahuatlán","20391","2019","10","1","0","0",
"OAX","Oaxaca","Santa María Colotepec","20401","2019","10","1","0","0",
"OAX","Oaxaca","Santa María Quiegolani","20428","2019","10","1","0","0",
"OAX","Oaxaca","Santo Domingo Tepuxtepec","20517","2019","10","1","0","0",
"OAX","Oaxaca","San Mateo Yucutindoo","20566","2019","10","2","0","0",
"PUE","Puebla","Puebla","21114","2019","10","0","18","0",
"QUE","Querétaro","Colón","22005","2019","10","0","14","0",
"QUE","Querétaro","Querétaro","22014","2019","10","0","2","0",
"ROO","Quintana Roo","Othón P. Blanco","23004","2019","10","0","28","0",
"ROO","Quintana Roo","Benito Juárez","23005","2019","10","0","39","0",
"SLP","San Luis Potosí","San Luis Potosí","24028","2019","10","0","1","0",
"SIN","Sinaloa","Ahome","25001","2019","10","0","49","0",
"SIN","Sinaloa","Badiraguato","25003","2019","10","238","0","0",
"SIN","Sinaloa","Cosalá","25005","2019","10","22","0","0",
"SIN","Sinaloa","Culiacán","25006","2019","10","1","751","0",
"SIN","Sinaloa","Choix","25007","2019","10","8","0","0",
"SIN","Sinaloa","Escuinapa","25009","2019","10","0","5","0",
"SIN","Sinaloa","Mazatlán","25012","2019","10","0","2","0",
"SIN","Sinaloa","Mocorito","25013","2019","10","5","40","0",
"SIN","Sinaloa","San Ignacio","25016","2019","10","12","0","0",
"SIN","Sinaloa","Sinaloa","25017","2019","10","3","0","0",
"SON","Sonora","Agua Prieta","26002","2019","10","0","121","0",
"SON","Sonora","Cajeme","26018","2019","10","0","48","0",
"SON","Sonora","Hermosillo","26030","2019","10","0","3","0",
"SON","Sonora","Nácori Chico","26040","2019","10","3","0","0",
"TAM","Tamaulipas","Matamoros","28022","2019","10","0","135","0",
"TAM","Tamaulipas","Reynosa","28032","2019","10","0","90","0",
"VER","Veracruz de Ignacio de la Llave","Coatzacoalcos","30039","2019","10","0","1","1",
"VER","Veracruz de Ignacio de la Llave","Cotaxtla","30049","2019","10","0","3","0",
"VER","Veracruz de Ignacio de la Llave","Sayula de Alemán","30144","2019","10","0","1","0",
"VER","Veracruz de Ignacio de la Llave","Veracruz","30193","2019","10","0","1","0",
"YUC","Yucatán","Mérida","31050","2019","10","0","3","0",
"ZAC","Zacatecas","Atolinga","32003","2019","10","1","0","0",
"ZAC","Zacatecas","Trinidad García de la Cadena","32011","2019","10","1","0","0",
"ZAC","Zacatecas","Jiménez del Teul","32021","2019","10","1","0","0",
"ZAC","Zacatecas","Mezquital del Oro","32028","2019","10","7","0","0",
"ZAC","Zacatecas","Teúl de González Ortega","32047","2019","10","1","0","0",
