DataDASAACSV

CodEntidad,nombreEntidad,nombreMunicipio,idMunicipio,Anio,Mes,Destrucciondecultivos_marihuana,Aseguramientode_marihuana,Aseguramientode_semillademarihuana
"OAX","Oaxaca","Santa María Huatulco","20413","2019","2","0","4","0",
"OAX","Oaxaca","Santa María Quiegolani","20428","2019","2","2","0","0",
"OAX","Oaxaca","Santiago Lachiguiri","20470","2019","2","8","0","0",
"OAX","Oaxaca","Santiago Textitlán","20491","2019","2","12","0","0",
"OAX","Oaxaca","Santo Domingo Tepuxtepec","20517","2019","2","1","0","0",
"OAX","Oaxaca","San Mateo Yucutindoo","20566","2019","2","4","0","0",
"QUE","Querétaro","Querétaro","22014","2019","2","0","4","0",
"QUE","Querétaro","San Juan del Río","22016","2019","2","0","20","0",
"ROO","Quintana Roo","Isla Mujeres","23003","2019","2","0","1","1",
"ROO","Quintana Roo","Benito Juárez","23005","2019","2","0","74","0",
"ROO","Quintana Roo","Solidaridad","23008","2019","2","0","1","1",
"SLP","San Luis Potosí","San Luis Potosí","24028","2019","2","0","34","0",
"SLP","San Luis Potosí","Soledad de Graciano Sánchez","24035","2019","2","0","29","1",
"SIN","Sinaloa","Ahome","25001","2019","2","0","200","200",
"SIN","Sinaloa","Badiraguato","25003","2019","2","6","0","0",
"SIN","Sinaloa","Concordia","25004","2019","2","1","3","0",
"SIN","Sinaloa","Culiacán","25006","2019","2","2","1521","0",
"SIN","Sinaloa","Choix","25007","2019","2","33","0","0",
"SIN","Sinaloa","Escuinapa","25009","2019","2","0","24","0",
"SIN","Sinaloa","Mazatlán","25012","2019","2","2","4","0",
"SIN","Sinaloa","Sinaloa","25017","2019","2","5","0","0",
"SON","Sonora","Agua Prieta","26002","2019","2","0","3","0",
"SON","Sonora","Álamos","26003","2019","2","0","1","0",
"SON","Sonora","Caborca","26017","2019","2","0","1","0",
"SON","Sonora","Cajeme","26018","2019","2","0","6","0",
"SON","Sonora","Guaymas","26029","2019","2","0","1","0",
"SON","Sonora","Nogales","26043","2019","2","0","1218","0",
"SON","Sonora","Puerto Peñasco","26048","2019","2","0","8855","8855",
"SON","Sonora","San Luis Río Colorado","26055","2019","2","0","2753","0",
"TAM","Tamaulipas","Reynosa","28032","2019","2","0","134","0",
"VER","Veracruz de Ignacio de la Llave","Tierra Blanca","30174","2019","2","0","5","0",
"VER","Veracruz de Ignacio de la Llave","Veracruz","30193","2019","2","0","7","0",
"YUC","Yucatán","Mérida","31050","2019","2","0","6","0",
"ZAC","Zacatecas","Fresnillo","32010","2019","2","0","1247","0",
